Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
KZK,United States,2007,,40,?,HMMWV-UA,APV,40,?,2008; 2009,New,M-1151 version,0.13,5.2,5.2
KZK,United States,2003,?,6,,UH-1H Huey-2,helicopter,6,?,2004,New,Second-hand UH-1H rebuilt to Huey-2; aid against terrorists,3.1,18.6,18.6
KZK,United States,2011,,4,,UH-1H Huey-2,helicopter,4,,2012; 2014; 2016; 2017,New,Second-hand UH-1H rebuilt to UH-1H-2 before delivery,3.1,12.4,12.4
KZK,United States,2007,,2,,UH-1H Huey-2,helicopter,2,?,2007,New,Second-hand UH-1H rebuilt to Huey-2,3.1,6.2,6.2
KYR,Kazakhstan,2003,,2,,Mi-17,transport helicopter,2,,2004,Second hand,Ex-Kazakh; $3.5 m deal (financed by USA); Mi-8MTV version,2.9,5.8,5.8
KYR,Russia,2017,?,2,,An-26,transport aircraft,2,,2017,Second hand,Second-hand; aid,3.4,6.8,6.8
KYR,Russia,2018,,9,,BRDM-2,reconnaissance AV,9,,2018,Second hand but modernized,Second-hand but modernized to BRDM-2MS before delivery; aid,0.1,0.89,0.89
KYR,Russia,2015,?,60,,BTR-70,APC,60,?,2015; 2016; 2017,New,Second-hand BTR-70 but rebuilt to BTR-70M before delivery; aid,0.27,16.2,16.2
KYR,Russia,2014,?,10,?,D-30 122mm,towed gun,10,?,2015,Second hand,Second-hand; aid,0.14,1.4,1.4
KYR,Russia,2005,?,1,,Mi-17,transport helicopter,1,,2005,Second hand,Probably second-hand; part of $3 m aid (in return for Russian access to Kyrgyz air base),2.9,2.9,2.9
KYR,Russia,2003,?,2,,Mi-17,transport helicopter,2,,2003,Second hand but modernized,Second-hand but modernized before delivery; Mi-17 version,4.79,9.57,9.57
KYR,Russia,2018,?,4,,Mi-17,transport helicopter,4,,2019,Second hand,Second-hand (but possibly modernized before delivery); aid; Mi-8MT version,2.9,11.6,11.6
KYR,Russia,2023,?,2,?,Mi-17,transport helicopter,2,?,2023,New,Incl 1 armed Mi-17V-5 version,7.25,14.5,14.5
KYR,Russia,2019,?,2,,P-12,air search radar,2,,2019,Second hand,Second-hand; aid; P-18 version,1.8,3.6,3.6
KYR,Turkiye,2022,?,2,?,Akinci,armed UAV,2,?,2022,New,Akinci-A version,4.5,9,9
KYR,Turkiye,2022,,2,?,Aksungur,armed UAV,2,?,2023,New,,4,8,8
KYR,Turkiye,2022,,2,?,Anka,armed UAV,0,,,New,,3,6,0
KYR,Turkiye,2021,,3,?,Bayraktar TB2,armed UAV,3,?,2021; 2022,New,,2.4,7.2,7.2
KYR,unknown supplier(s),2006,?,4,,An-2,light transport aircraft,4,,2006,Second hand,Second-hand; financed by aid from USA,0.4,1.6,1.6
LAT,Austria,2017,,47,,M-109A5 155mm,self-propelled gun,47,?,2017; 2018,Second hand,Second-hand,0.5,23.5,23.5
LAT,Czechia,1994,,26,,M-53 100mm,towed gun,26,,1995,Second hand,Second-hand; aid; Latvian designation K-53,0.14,3.64,3.64
LAT,Czechia,1995,,26,,PM-43 120mm,mortar,26,,1995,Second hand,Second-hand; designation uncertain (reported as '120mm mortar'),0.1,2.6,2.6
LAT,Czechia,1999,?,5,?,T-55AM-2,tank,5,?,2001,Second hand,Second-hand; aid,0.6,3,3
LAT,Denmark,2017,,50,?,Stinger,portable SAM,50,?,2018,Second hand,Second-hand,0.03,1.6,1.6
LAT,Finland,2021,,200,,Patria 6x6,APC,67,?,2021; 2022; 2023,New,'Common Armoured Vehicle System' (CAVS) version; delivery planned 2021-2029,0.35,70,23.45
LAT,Finland,2021,,200,?,vehicle engine,vehicle engine,67,?,2021; 2022; 2023,New,Scania DC-09 (395hp) dieselengine for 161 Patria 6x6 APC produced in Finland,0.05,10,3.35
LAT,Germany,2023,,,,IRIS-T SL,SAM system,0,,,New,Bought in cooperation with Estonia; delivery planned from 2026,25,0,0
LAT,Germany,2023,,,,IRIS-T SLM,SAM,0,,,New,For IRIS-T SL SAM system,0.4,0,0
LAT,Germany,1993,,2,,Kondor,minesweeper,2,,1994,Second hand,Former GDR equipment; armament and minesweeping gear removed before delivery; Kondor-2 version; 1 more Kondor-1 delivered for spares only; Latvian designation Viesturs,6,12,12
LAT,Germany,1993,?,2,,L-410 Turbolet,light transport aircraft,2,,1993,Second hand,Former GDR equipment; aid; L-410UVP version,1.04,2.08,2.08
LAT,Germany,1999,,1,,Lindau/Type-320,minesweeper,1,,1999,Second hand,Second-hand; aid; 1 more delivered for spares only; Latvian designation Nemejs,4.4,4.4,4.4
LAT,Germany,1992,,1,,Osa,patrol craft,1,,1993,Second hand,Former GDR FAC with armament removed before delivery; 2 more for spares only; Latvian designation Zibens,5.6,5.6,5.6
LAT,Germany,1995,?,1,,Osa,patrol craft,1,,1995,Second hand,Former GDR FAC with armament removed before delivery; 1 more for spares only; Latvian designation Zibens,5.6,5.6,5.6
LAT,Germany,2008,?,5,,SWATH-125t,patrol craft,5,?,2011; 2012; 2013; 2014,New,Latvian designation Skrunda,4.6,23,23
LAT,Israel,2018,,50,?,Spike-ER,anti-tank missile,50,?,2021,New,Part of EUR108 m deal; Spike-ER2 version; for CVR-T tank destroyers; from German production line,0.06,3,3
LAT,Israel,2008,,60,?,Spike-MR/LR,anti-tank missile,60,?,2008,New,Spike-LR version,0.03,1.8,1.8
LAT,Israel,2018,,250,?,Spike-MR/LR,anti-tank missile,250,?,2020; 2021; 2022; 2023,New,Part of EUR108 m deal; from German production line; Spike-LR2 version,0.03,7.5,7.5
LAT,Israel,2018,,250,?,Spike-SR,anti-tank missile,250,?,2019,New,Part of EUR108 m deal; from German production line,0.02,5,5
LAT,Italy,2006,,2,,A-109K,light helicopter,2,,2007,New,A109 Power version; for border guard; from US production line,2.75,5.5,5.5
LAT,Netherlands,2004,,1,,Buyskes,survey ship,1,,2004,Second hand,Second-hand; aid; for use as support and training ship; Latvian designation Varonis,8,8,8
LAT,Netherlands,2005,,5,,Tripartite,MCM ship,5,,2007; 2008; 2011,Second hand,Second-hand; EUR57 m deal; Latvian designation Imanta,22,110,110
LAT,Norway,2023,,,,NSM,anti-ship missile,0,,,New,For NSM coastal defence system,1,0,0
LAT,Norway,2023,,2,?,NSM CDS,coastal defence system,0,,,New,$105 m deal (70% financed with military aid from USA); delivery planned 2027,5,10,0
LAT,Norway,1994,,1,,Storm,patrol craft,1,,1995,Second hand,Second-hand FAC but armament removed before delivery; aid; Latvian designation Bulta,3,3,3
LAT,Norway,2001,,3,,Storm,patrol craft,3,,2001,Second hand,Second-hand FAC but missiles and torpedoes removed before delivery; aid; Latvian designation Bulta,3,9,9
LAT,Norway,2002,,1,,Vidar,minelayer,1,,2003,Second hand,Second-hand; for use as command and support ship,12,12,12
LAT,Poland,2003,,5,,BLG-60,armoured bridgelayer,5,,2003,Second hand,Second-hand; aid,0.36,1.8,1.8
LAT,Poland,1992,?,2,?,BRDM-2,reconnaissance AV,2,,1992,Second hand,Second-hand,0.06,0.12,0.12
LAT,Poland,1994,?,4,?,Mi-2,light helicopter,4,?,1995; 1996; 1997,Second hand,Second-hand,0.44,1.76,1.76
LAT,Poland,2022,,,,Piorun,portable SAM,0,,,New,,0.08,0,0
LAT,Russia,2003,?,2,,Mi-17,transport helicopter,2,,2004; 2005,Second hand but modernized,Second-hand but possibly modernized before delivery; $4.8 m deal; Mi-8MTV-1 version; incl for SAR,4.79,9.57,9.57
LAT,Sweden,1997,,8,,RBS-56 Bill,anti-tank missile,8,?,1998,New,Second-hand; loan; deal incl also 2 launchers; for use with BaltBat joint Baltic peacekeeing unit,0.02,0.16,0.16
LAT,Sweden,2022,,2,?,Giraffe-1X,air search radar,2,?,2023,New,,7.5,15,15
LAT,Sweden,2000,?,1,?,Giraffe-40,air search radar,1,?,2001,Second hand,Second-hand; aid,1.3,1.3,1.3
LAT,Sweden,2004,,2,?,Giraffe-40,air search radar,2,?,2006; 2007,Second hand,Second-hand; for use with RBS-70 SAM systems,1.3,2.6,2.6
LAT,Sweden,2001,?,18,?,M/41D 120mm,mortar,18,?,2001; 2002; 2003,Second hand,Second-hand,0.1,1.8,1.8
LAT,Sweden,2010,?,16,?,M/41D 120mm,mortar,16,,2010,Second hand,Second-hand,0.1,1.6,1.6
LAT,Sweden,1993,,13,,M/42 SKPF,APC,13,,1993,Second hand,Second-hand; aid,0.04,0.57,0.57
LAT,Sweden,2004,,102,?,RBS-70,portable SAM,102,,2006; 2007,New,SEK185 m ($28 m) deal (incl Second-hand launchers as aid),0.08,8.16,8.16
LAT,Sweden,2015,,50,?,RBS-70,portable SAM,50,?,2015; 2016,New,,0.08,4,4
LAT,Sweden,2016,,50,?,RBS-70,portable SAM,50,?,2016; 2017,New,,0.08,4,4
LAT,Sweden,2022,,50,?,RBS-70,portable SAM,50,?,2022; 2023,New,,0.08,4,4
LAT,United Kingdom,2014,,50,?,Scimitar,light tank,50,?,2015; 2016; 2017; 2018; 2019; 2020,Second hand,Second-hand; part of GBP39 m/EUR48 m ($60 m) deal,0.33,16.6,16.6
LAT,United Kingdom,2019,,40,?,Scimitar,light tank,40,?,2020; 2021; 2022,Second hand,Second-hand,0.33,13.28,13.28
LAT,United Kingdom,2014,,73,?,Spartan,APC,73,?,2015; 2016; 2017; 2018; 2019; 2020,Second hand,Second-hand; part of GBP39 m/EUR48 m ($60 m) deal; incl Sultan command post; Samaritan ambulance and Samson ARV versions,0.1,7.3,7.3
LAT,United Kingdom,2019,,42,?,Spartan,APC,42,?,2020; 2021; 2022,Second hand,Second-hand,0.1,4.2,4.2
LAT,United States,2023,,10,?,ATACMS Block-1A,SSM,0,,,New,For HIMARS MRL,2,20,0
LAT,United States,2010,,8,,Cougar,APC,8,,2010,Second hand,Second-hand; loan for use in Afghanistan,0.14,1.12,1.12
LAT,United States,2023,,144,,GMLRS,guided rocket,0,,,New,For HIMARS MRL,0.08,11.52,0
LAT,United States,2023,,6,,M-142 HIMARS,self-propelled MRL,0,,,New,$180 m deal; delivery planned from 2027,1.1,6.6,0
LAT,United States,2010,,40,,HMMWV-UA,APV,40,,2010,Second hand,Second-hand; loan for use in Afghanistan,0.05,2.08,2.08
LAT,United States,2023,,4,,MD-500E,light helicopter,0,,,New,Armed MD-530F version; selected but not yet ordered by end-2023,0.7,2.8,0
LAT,United States,2015,,4,,MPQ-64 Sentinel,air search radar,4,,2016,New,,5,20,20
LAT,United States,2019,,4,,S-70 Black Hawk,transport helicopter,2,,2022,New,EUR175 m deal; UH-60M version,7.25,29,14.5
LAT,United States,2001,,1,,TPS-77,air search radar,1,,2003,New,$13 m deal (part of $30 m deal); for 'BALTNET' air surveillance network,11,11,11
LAT,United States,2015,,3,,TPS-77,air search radar,3,?,2018; 2019,New,TPS-77 MRR version,11,33,33
LAT,United States,2007,,2,,TPS-77,air search radar,2,?,2009; 2010,New,$44 m deal,11,22,22
LAT,unknown supplier(s),1999,?,1,,Mi-17,transport helicopter,1,,2000,Second hand,Probably second-hand; Mi-8MTV-1 version; incl for SAR,2.9,2.9,2.9
LAT,unknown supplier(s),2001,?,1,,Mi-17,transport helicopter,1,,2002,Second hand,Probably second-hand; Mi-8MTV-1 version; incl for SAR,2.9,2.9,2.9
LIT,Bulgaria,1999,?,20,,2B11 120mm,mortar,20,,1999,New,Designation uncertain,0.25,5,5
LIT,Bulgaria,2013,?,36,?,2B11 120mm,mortar,36,,2014,New,Possibly second-hand; designation uncertain (reported as '120mm mortar'),0.25,9,9
LIT,Czechia,1998,,2,,L-39Z Albatros,trainer/combat aircraft,2,,1998,New,$2 m deal; L-39ZA version,4,8,8
LIT,Czechia,1995,,18,,PM-43 120mm,mortar,18,,1995,Second hand,Second-hand; designation uncertain; aid,0.1,1.8,1.8
LIT,Denmark,2001,,54,,M-101A1 105mm,towed gun,54,,2002,Second hand,Second-hand; aid (18 more delivered for spare parts only),0.18,9.72,9.72
LIT,Denmark,2007,,3,,StanFex-300,patrol craft,3,,2008; 2009; 2010,Second hand,Second-hand; LTL30 m ($10 m) deal,8,24,24
LIT,Denmark,2015,,1,,StanFex-300,patrol craft,1,,2016,Second hand,Second-hand; EUR6.5 m. deal,8,8,8
LIT,France,2013,,3,,AS365/AS565 Panther,helicopter,3,,2015,New,LTL180 m ($72 m) deal (partly financed by EU); AS365N3+ version; mainly for SAR,3.25,9.75,9.75
LIT,France,2022,,18,,CAESAR 155mm,self-propelled gun,0,,,New,CAESAR Mk-2 version; delivery planned 2027,1.07,19.26,0
LIT,Germany,2016,,2,,Boxer,APC,2,?,2020,New,Driver training version,0.55,1.1,1.1
LIT,Germany,2022,?,120,,Boxer,IFV,0,,,New,Lithuanian designation Vilkas; selected 2022 but not yet ordered by end-2023,1.7,204,0
LIT,Germany,2016,,89,,Boxer,IFV,89,?,2019; 2020; 2021; 2022; 2023,New,$435 m deal; Lithuanian designation Vilkas,1.1,97.9,97.9
LIT,Germany,2015,,6,,BPz-2,ARV,6,?,2016; 2017,Second hand,Second-hand (but possibly modernized before delivery); part of EUR58 m ($65 m) deal,0.56,3.36,3.36
LIT,Germany,1993,,2,,L-410 Turbolet,light transport aircraft,2,,1993,Second hand,Second-hand (former GDR equipment); aid; L-410UVP version,1.04,2.08,2.08
LIT,Germany,2023,,54,?,Leopard-2A7,tank,0,,,New,Selected 2023 but not yet ordered by end-2023,5.2,280.8,0
LIT,Germany,1999,,2,,Lindau/Type-320,minesweeper,2,,1999; 2001,Second hand,Second-hand; aid; Lithuanian designation Sduvis,4.4,8.8,8.8
LIT,Germany,2005,?,32,,M-106,self-propelled mortar,32,?,2005; 2006,Second hand,Second-hand; aid; version with 120mm mortar,0.2,6.4,6.4
LIT,Germany,2022,,10,,M-106,self-propelled mortar,10,,2022,Second hand,Second-hand; version with 120mm mortar; aid after invasion of Ukraine by Russia,0.2,2,2
LIT,Germany,2000,,49,,M-113,APC,49,,2000,Second hand,Second-hand; M-113A1 version; aid; 18 more delivered for spares only,0.1,4.9,4.9
LIT,Germany,2002,?,158,?,M-113,APC,158,?,2002; 2004; 2005; 2006,Second hand,Second-hand; aid; M-113A1 version; 12 more delivered for spare parts only,0.1,15.8,15.8
LIT,Germany,2015,,22,,M-113,APC,22,,2019,Second hand,Second-hand; part of EUR58 m ($65 m) deal; M-577V2 command post version,0.1,2.2,2.2
LIT,Germany,2016,,168,,M-113,APC,168,?,2019,Second hand,Second-hand; EUR1.6 m deal; M-577V2 command post version,0.1,16.8,16.8
LIT,Germany,1998,,3,,Mi-8T,transport helicopter,3,,1998,Second hand,Second-hand (originally former GDR equipment); aid,2.4,7.2,7.2
LIT,Germany,2015,,18,,PzH-2000 155mm,self-propelled gun,18,?,2016; 2018; 2019; 2020; 2021; 2022,Second hand but modernized,Part of EUR58 m ($65 m) deal; second-hand but modernized before delivery; 3 more delivered for spare parts,2.97,53.46,53.46
LIT,Germany,2002,,3,,TRML-3D,air search radar,3,,2004,New,,10,30,30
LIT,Israel,2013,,32,?,CARDOM 120mm,mortar,32,?,2015; 2016,New,For modernisation of M-106 self-propelled mortars,0.25,8,8
LIT,Israel,2016,,86,,Samson RCWS-30,IFV turret,86,?,2019; 2020; 2021; 2023,New,Samson Mk-2 version for 86 Boxer IFV from FRG,0.6,51.6,51.6
LIT,Israel,2016,?,500,?,Spike-MR/LR,anti-tank missile,500,?,2020; 2021,New,Spike-LR version; for Boxer IFV; from German production line,0.03,15,15
LIT,Italy,2006,,3,,C-27J Spartan,transport aircraft,3,,2006; 2008; 2009,New,EUR75 m ($94 m) deal,16,48,48
LIT,Netherlands,2023,?,,,Ground Master-200 MM/C,artillery locating radar,0,,,New,EUR127 m deal (incl support); delivery planned from 2026,10,0,0
LIT,Norway,2004,,5,?,Giraffe-40,air search radar,5,?,2004; 2005,Second hand,Second-hand; part of LTL135 m ($50 m) aid,1.3,6.5,6.5
LIT,Norway,2011,,12,,Land Cruiser,APV,12,?,2011; 2012,New,EUR4.4 m deal; for use in Afghanistan,0.12,1.44,1.44
LIT,Norway,2016,?,2,,NASAMS-2,SAM system,2,,2020; 2021,New,EUR100 m deal; NASAMS-2 version,25,50,50
LIT,Norway,2023,,2,?,NASAMS-2,SAM system,0,,,New,EUR200 m deal,25,50,0
LIT,Norway,2004,,260,?,RBS-70,portable SAM,260,?,2004,Second hand,Second-hand; part of LTL135 m ($50 m) aid; deal incl also 21 launchers,0.03,8.32,8.32
LIT,Norway,1994,,1,,Storm,patrol craft,1,,1995,Second hand,Second-hand FAC but; armament removed before delivery; aid; Lithuanian designation Dzukas,3,3,3
LIT,Norway,2000,?,2,,Storm,patrol craft,2,,2001,Second hand but modernized,Second-hand FAC but armament removed before delivery; modernized before delivery; aid (1 more delivered for spares only); Lithuanian designation Dzukas,4.95,9.9,9.9
LIT,Norway,2005,?,1,,Vidar,minelayer,1,,2006,Second hand,Second-hand,12,12,12
LIT,Poland,1994,?,11,,BRDM-2,reconnaissance AV,11,,1995,Second hand,Second-hand; aid,0.06,0.66,0.66
LIT,Poland,2014,,80,?,Grom-2,portable SAM,80,?,2014; 2015; 2016; 2017; 2018,New,EUR34 m deal,0.08,6.4,6.4
LIT,Poland,1996,,5,,Mi-2,light helicopter,5,,1996,Second hand,Second-hand; aid,0.44,2.2,2.2
LIT,Poland,2000,?,10,,MT-LB,APC,10,,2000,Second hand,Second-hand; aid,0.1,1,1
LIT,Poland,1996,,2,,P-10,air search radar,2,,1996,Second hand,Second-hand,1.6,3.2,3.2
LIT,Poland,1996,,3,,P-35 Saturn,air search radar,3,,1996,Second hand,Designation uncertain; Second-hand,2,6,6
LIT,Poland,1996,,2,,PRV-11,height-finding radar,2,,1996,Second hand,Designation uncertain; Second-hand,1.6,3.2,3.2
LIT,Russia,1992,?,60,?,9M33,SAM,60,?,1992,Second hand,Second-hand; Osa-M (SA-N-4) version for 2 Grisha-3 (Zemaitis) corvettes; status uncertain,0.04,2.4,2.4
LIT,Russia,1992,?,15,,BTR-60PB,APC,15,,1992,Second hand,Second-hand; incl some without armament,0.1,1.5,1.5
LIT,Russia,1993,,4,,L-39C Albatros,trainer aircraft,4,,1993,Second hand,Second-hand; $80000 deal,1.8,7.2,7.2
LIT,Russia,1992,,2,,Project-1124 Albatros,corvette,2,,1992,Second hand,Second-hand; Project-1124M (Grisha-3) version; Lithuanian designation Zemaitis,30,60,60
LIT,Russia,1992,,1,,Uryvayez,survey ship,1,,1992,Second hand,Second-hand; for use as support and command ship; Lithuanian designation Vetka,6,6,6
LIT,Spain,2022,,24,?,120-MX2-SM 120mm,mortar,12,?,2023,New,EUR9.8 m deal; delivery planned 2023-2024,0.25,6,3
LIT,Sweden,1997,,8,,RBS-56 Bill,anti-tank missile,8,?,1998,New,Second-hand; loan; deal incl also 2 launchers; for use with BaltBat joint Baltic peacekeeing unit,0.02,0.16,0.16
LIT,Sweden,2000,?,1,?,Giraffe-40,air search radar,1,?,2001,Second hand,Second-hand; aid,1.3,1.3,1.3
LIT,Sweden,2002,?,6,,M/41D 120mm,mortar,6,,2002,Second hand,Second-hand,0.1,0.6,0.6
LIT,Sweden,1993,,13,,M/42 SKPF,APC,13,,1993,Second hand,Second-hand; aid,0.04,0.57,0.57
LIT,Sweden,2015,,50,?,RBS-70 Mk-3 Bolide,portable SAM,50,?,2016,New,SEK 106 m ($14 m) deal,0.1,5,5
LIT,Sweden,2018,,21,?,RBS-70 Mk-3 Bolide,portable SAM,21,,2020,New,Part of SEK100 m deal (incl parts of RBS-70 SAM system),0.1,2.1,2.1
LIT,Sweden,2022,,150,?,RBS-70 Mk-3 Bolide,portable SAM,75,?,2023,New,SEK350 m deal; delivery planned 2023-2024,0.1,15,7.5
LIT,United Kingdom,2008,,2,,Hunt,MCM ship,2,,2013,Second hand but modernized,Second-hand but modernized before delivery; probably EUR55 m deal,36.3,72.6,72.6
LIT,United Kingdom,2020,,1,,Hunt,MCM ship,0,,,Second hand but modernized,Second-hand but modernized before delivery; GBP57 m ($68 m) deal (GBP1.8 m for ship and GBP55 m for modernization),36.3,36.3,0
LIT,United States,2016,?,150,?,AIM-120C AMRAAM,BVRAAM,150,?,2020; 2021; 2022,New,For NASAMS SAM systems,0.6,90,90
LIT,United States,2023,?,36,?,AIM-120C AMRAAM,BVRAAM,0,,,New,For NASAMS SAM systems,0.6,21.6,0
LIT,United States,2006,,6,,aircraft engine,aircraft engine,6,,2006; 2008; 2009,New,Allison AE-2100D3 (5000hp) turboprop for 3 C-27J transport aircraft from Italy,1.5,9,9
LIT,United States,2022,,18,?,ATACMS Block-1A,SSM,0,,,New,For HIMARS MRL,2,36,0
LIT,United States,2022,,864,?,GMLRS,guided rocket,0,,,New,Incl 432 Extended GMLRS; for HIMARS MRL,0.08,69.12,0
LIT,United States,2022,,8,,M-142 HIMARS,self-propelled MRL,0,,,New,Delivery planned 2025,1.1,8.8,0
LIT,United States,2004,?,40,,HMMWV-UA,APV,40,?,2004; 2005,New,M-1114 version,0.13,5.2,5.2
LIT,United States,2001,,74,,FGM-148 Javelin,anti-tank missile,74,?,2002; 2003,New,LTL39 ($9-10 m) deal (incl 18 launchers),0.03,2.22,2.22
LIT,United States,2016,,500,?,FGM-148 Javelin,anti-tank missile,500,?,2015; 2017; 2019; 2020; 2021; 2022; 2023,New,,0.03,15,15
LIT,United States,2022,,230,?,FGM-148 Javelin,anti-tank missile,0,,,New,,0.03,6.9,0
LIT,United States,2019,,200,,L-ATV,APV,200,,2021; 2022; 2023,New,EUR145 m deal (incl 5 years support); JLTV version,0.18,36,36
LIT,United States,2022,,300,,L-ATV,APV,0,,,New,Delivery planned from 2024,0.18,54,0
LIT,United States,2002,,2,,MPQ-64 Sentinel,air search radar,2,?,2006,New,Part of $31 m deal; for use with Stinger MANPADS,5,10,10
LIT,United States,2016,?,2,,MPQ-64 Sentinel,air search radar,2,?,2020; 2021,New,For 2 NASAMS SAM systems from Norway,5,10,10
LIT,United States,2023,,2,?,MPQ-64 Sentinel,air search radar,0,,,New,For 2 NASAMS SAM systems from Norway,5,10,0
LIT,United States,2020,,4,,S-70 Black Hawk,transport helicopter,0,,,New,EUR181 m ($213 m) deal; UH-60M version; delivery planned from 2024; option on 2 more,7.25,29,0
LIT,United States,2012,?,5,?,ScanEagle,UAV,5,?,2012,New,,0.04,0.2,0.2
LIT,United States,2002,,54,,Stinger,portable SAM,54,,2007,New,$31 m deal (incl 8 launchers),0.08,4.32,4.32
LIT,United States,2022,,,,Switchblade-600,loitering munition,0,,,New,Delivery planned 2024,0.15,0,0
LIT,United States,2023,,3,,TPS-77,air search radar,0,,,New,,11,33,0
RUS,China,2015,,28,,ship engine,ship engine,20,,2018; 2019; 2021; 2022,New,Henan Diesel CHD622V20 3700hp diesel engine for 7 Project-21631 (Buyan-M) corvettes produced in Russia; ordered after Germany embargoed engines for Project-21631 after 2014 Russian annexation of Crimea,1.2,33.6,24
RUS,China,2022,,7,?,Tiger,APV,7,?,2023,New,For Chechen (para-military) forces,0.14,0.98,0.98
RUS,Czechia,2010,?,4,,L-410 Turbolet,light transport aircraft,4,,2011,New,,2.6,10.4,10.4
RUS,Czechia,2011,,3,,L-410 Turbolet,light transport aircraft,3,?,2012,New,,2.6,7.8,7.8
RUS,Czechia,2012,,4,,L-410 Turbolet,light transport aircraft,4,?,2013; 2014,New,L-410NG version; for training,2.6,10.4,10.4
RUS,Czechia,2012,?,17,?,L-410 Turbolet,light transport aircraft,17,?,2015; 2016; 2017,New,L-410UVP-E20 version,2.6,44.2,44.2
RUS,France,2012,,3,,AS-350/AS-550 Fennec,light helicopter,3,,2013,New,AS-350B version; probably for evaluation,0.9,2.7,2.7
RUS,France,2012,,2,,AS-355/AS-555 Fennec,light helicopter,2,,2013,New,AS-355N3 version; probably for evaluation,1.3,2.6,2.6
RUS,Germany,2010,?,20,,ship engine,ship engine,20,,2014; 2015,New,MTU 16V4000 (3650hp) diesel engine for 5 Project-21631 (Buyan-M) corvettes produced in Russia; delivery of additional engines embargoed by Germany after 2014 Russian annexation of Crimea,1.2,24,24
RUS,Iran,2022,,20,?,Mohajer-6,armed UAV,20,?,2022,New,Bought for use against Ukraine,0.15,3,3
RUS,Iran,2022,,,,Shahed-136,SSM,1200,?,2022; 2023,New,Bought for use against Ukraine; Russian designation Geran-2; incl assembly or production under licence in Russia,0.2,0,240
RUS,Israel,2009,,8,,I-View-150,UAV,8,?,2009; 2010,New,$37 m deal (part of $50-53 m deal),0.1,0.8,0.8
RUS,Israel,2009,,2,,Searcher,UAV,2,?,2009; 2010,New,$12 m deal (part of $53 m deal); Searcher-2 version,0.3,0.6,0.6
RUS,Israel,2010,,10,?,Searcher,UAV,10,?,2013; 2014,New,Searcher-2 version; assembled/produced in Russia; Russian designation Forpost,0.3,3,3
RUS,Italy,2011,,358,?,LMV,APV,358,?,2012; 2014; 2015; 2016,New,Assembled from kits in Russia; Russian designation Rys,0.15,53.7,53.7
RUS,North Korea,2023,?,,,Hwasong-11,SSM,5,?,2023,New,Designation uncertain (reported as 'KN-23 or KN-24'),2.5,0,12.5
RUS,Turkiye,2015,,1,,Alican Deval,cargo ship,1,,2015,Second hand,Second-hand; bought for transport of military equipment to Syria; Russian designation Dvinitsa-50,8,8,8
RUS,Turkiye,2015,,1,,Dadali,cargo ship,1,,2015,Second hand,Second-hand; bought for transport of military equipment to Syria; Russian designation Vologda-50,8,8,8
RUS,Ukraine,2006,,150,?,AI-222,turbofan,150,?,2009; 2010; 2012; 2013; 2014,New,For about 75 Yak-130 trainer/combat aircraft produced in Russia 2009-2016 (but engines all delivered to Russian producer of aircraft before Ukraine stopped exports to Russia in 2014; AI-222 from 2015 produced completely in Russia probably without Ukrainian agreement),1.2,180,180
RUS,Ukraine,2011,,16,?,An-140,transport aircraft,16,?,2012; 2013; 2014,New,An-140-100 version; produced in Russia (additional produced in Russia probably without Ukrainian consent after Ukraine ban on arms exports to Russia late-2014),7.7,123.2,123.2
RUS,Ukraine,2013,,15,,An-148,transport aircraft,15,?,2013; 2014; 2015; 2016; 2017; 2018,New,RUB18 b ($565 m] deal; An-148-100E version; produced under licence in Russia; delivery planned 2013-2017 but delivery delayed after Ukrainian 2014 ban on military exports to Russia (possibly all Ukrainian components delivered before ban and/or possibly aircraft delivered 2015-2018 produced without Ukrainian consent with Ukrainian components replaced by Russian components),26,390,390
RUS,Ukraine,2005,?,4,?,DT-59,gas turbine,4,?,2012; 2013,New,For 2 Project-22350 (Gorshkov) frigates produced in Russia (engines all delivered to Russian producer of ships before Ukraine stopped exports to Russia in 2014; ships planned to be finished 2018-2019),5,20,20
RUS,Ukraine,2010,?,6,,DT-59,gas turbine,6,?,2012; 2013,New,For 3 Project-11356 (Grigorovich) frigates produced in Russia (engines all delivered to Russian producer of ships before Ukraine stopped exports to Russia in 2014; ships finished 2016-2017); more ships with Ukrainian engines ordered but engines cancelled due Ukrainian export ban and replaced by Russian engines,5,30,30
RUS,Ukraine,2006,?,100,,Kh-59M Ovod-M,ASM,100,,2007,New,Status uncertain; possibly more delivered before 2007,0.9,90,90
RUS,Ukraine,2010,?,6,,ship engine,ship engine,6,?,2013; 2014,New,DS-71 (8300hp) gas turbines; for 3 Project-11356 (Grigorovich) frigates produced in Russia (but engines all delivered to Russian producer of ships before Ukraine stopped exports to Russia in 2014 and more frigates ordered but cancelled due Ukrainian export ban),3,18,18
RUS,United States,2018,?,,,vehicle engine,vehicle engine,60,?,2020; 2021; 2022,New,Cummins 6ISB-350 350hp diesel engine for KamAZ-53949 (Taifun) and probably KamAZ-4386 (Taifun-VDV) APC produced in Russia; produced under licence in Russia as KamAZ-610.10.350; status of production uncertain after 2022 Russian invasion of Ukraine,0.05,0,3
